Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19761102,N/A,Georgia,0,12,0,"1,467,458","483,743","Ford, Gerald R. ",Incumbent,"979,409","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"4,306",,"495,666",D,32.96,66.74,.00,.29,33.06,66.94,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Hawaii,0,4,0,"291,301","140,003","Ford, Gerald R. ",Incumbent,"147,375","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"3,923",,"7,372",D,48.06,50.59,.00,1.35,48.72,51.28,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Idaho,4,0,0,"344,071","204,151","Ford, Gerald R. ",Incumbent,"126,549","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"13,371",,"77,602",R,59.33,36.78,.00,3.89,61.73,38.27,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Illinois,26,0,0,"4,718,914","2,364,269","Ford, Gerald R. ",Incumbent,"2,271,295","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"83,350",,"92,974",R,50.10,48.13,.00,1.77,51.00,49.00,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Indiana,13,0,0,"2,220,362","1,183,958","Ford, Gerald R. ",Incumbent,"1,014,714","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"21,690",,"169,244",R,53.32,45.70,.00,.98,53.85,46.15,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Iowa,8,0,0,"1,279,306","632,863","Ford, Gerald R. ",Incumbent,"619,931","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"26,512",,"12,932",R,49.47,48.46,.00,2.07,50.52,49.48,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Kansas,7,0,0,"957,845","502,752","Ford, Gerald R. ",Incumbent,"430,421","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"24,672",,"72,331",R,52.49,44.94,.00,2.58,53.88,46.12,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Kentucky,0,9,0,"1,167,142","531,852","Ford, Gerald R. ",Incumbent,"615,717","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"19,573",,"83,865",D,45.57,52.75,.00,1.68,46.35,53.65,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Louisiana,0,10,0,"1,278,539","587,446","Ford, Gerald R. ",Incumbent,"661,365","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"29,728",,"73,919",D,45.95,51.73,.00,2.33,47.04,52.96,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Maine,4,0,0,"483,216","236,320","Ford, Gerald R. ",Incumbent,"232,279","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"14,617",,"4,041",R,48.91,48.07,.00,3.02,50.43,49.57,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Maryland,0,10,0,"1,439,897","672,661","Ford, Gerald R. ",Incumbent,"759,612","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"7,624",,"86,951",D,46.72,52.75,.00,.53,46.96,53.04,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Massachusetts,0,14,0,"2,547,558","1,030,276","Ford, Gerald R. ",Incumbent,"1,429,475","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"87,807",,"399,199",D,40.44,56.11,.00,3.45,41.89,58.11,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Michigan,21,0,0,"3,653,749","1,893,742","Ford, Gerald R. ",Incumbent,"1,696,714","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"63,293",,"197,028",R,51.83,46.44,.00,1.73,52.74,47.26,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Minnesota,0,10,0,"1,949,931","819,395","Ford, Gerald R. ",Incumbent,"1,070,440","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"60,096",,"251,045",D,42.02,54.90,.00,3.08,43.36,56.64,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Mississippi,0,7,0,"769,361","366,846","Ford, Gerald R. ",Incumbent,"381,309","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"21,206",,"14,463",D,47.68,49.56,.00,2.76,49.03,50.97,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Missouri,0,12,0,"1,953,600","927,443","Ford, Gerald R. ",Incumbent,"998,387","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"27,770",,"70,944",D,47.47,51.10,.00,1.42,48.16,51.84,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Montana,4,0,0,"328,734","173,703","Ford, Gerald R. ",Incumbent,"149,259","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"5,772",,"24,444",R,52.84,45.40,.00,1.76,53.78,46.22,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Nebraska,5,0,0,"607,668","359,705","Ford, Gerald R. ",Incumbent,"233,692","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"14,271",,"126,013",R,59.19,38.46,.00,2.35,60.62,39.38,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Nevada,3,0,0,"201,876","101,273","Ford, Gerald R. ",Incumbent,"92,479","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"8,124",,"8,794",R,50.17,45.81,.00,4.02,52.27,47.73,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,New Hampshire,4,0,0,"339,618","185,935","Ford, Gerald R. ",Incumbent,"147,635","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"6,048",,"38,300",R,54.75,43.47,.00,1.78,55.74,44.26,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,New Jersey,17,0,0,"3,014,472","1,509,688","Ford, Gerald R. ",Incumbent,"1,444,653","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"60,131",,"65,035",R,50.08,47.92,.00,1.99,51.10,48.90,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,New Mexico,4,0,0,"418,409","211,419","Ford, Gerald R. ",Incumbent,"201,148","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"5,842",,"10,271",R,50.53,48.07,.00,1.40,51.24,48.76,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,New York,0,41,0,"6,534,170","3,100,791","Ford, Gerald R. ",Incumbent,"3,389,558","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"43,821",,"288,767",D,47.46,51.87,.00,.67,47.78,52.22,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,North Carolina,0,13,0,"1,677,914","741,960","Ford, Gerald R. ",Incumbent,"926,365","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"9,589",,"184,405",D,44.22,55.21,.00,.57,44.47,55.53,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,North Dakota,3,0,0,"297,188","153,470","Ford, Gerald R. ",Incumbent,"136,078","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"7,640",,"17,392",R,51.64,45.79,.00,2.57,53.00,47.00,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Ohio,0,25,0,"4,111,873","1,993,803","Ford, Gerald R. ",Incumbent,"2,011,621","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"106,449",,"17,818",D,48.49,48.92,.00,2.59,49.78,50.22,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Oklahoma,8,0,0,"1,092,251","545,708","Ford, Gerald R. ",Incumbent,"532,442","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"14,101",,"13,266",R,49.96,48.75,.00,1.29,50.62,49.38,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Oregon,6,0,0,"1,029,876","492,120","Ford, Gerald R. ",Incumbent,"490,407","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"47,349",,"1,713",R,47.78,47.62,.00,4.60,50.09,49.91,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Pennsylvania,0,27,0,"4,620,787","2,205,604","Ford, Gerald R. ",Incumbent,"2,328,677","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"86,506",,"123,073",D,47.73,50.40,.00,1.87,48.64,51.36,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Rhode Island,0,4,0,"411,170","181,249","Ford, Gerald R. ",Incumbent,"227,636","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"2,285",,"46,387",D,44.08,55.36,.00,.56,44.33,55.67,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,South Carolina,0,8,0,"802,583","346,149","Ford, Gerald R. ",Incumbent,"450,807","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"5,627",,"104,658",D,43.13,56.17,.00,.70,43.43,56.57,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,South Dakota,4,0,0,"300,678","151,505","Ford, Gerald R. ",Incumbent,"147,068","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"2,105",,"4,437",R,50.39,48.91,.00,.70,50.74,49.26,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Tennessee,0,10,0,"1,476,345","633,969","Ford, Gerald R. ",Incumbent,"825,879","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"16,497",,"191,910",D,42.94,55.94,.00,1.12,43.43,56.57,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Texas,0,26,0,"4,071,884","1,953,300","Ford, Gerald R. ",Incumbent,"2,082,319","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"36,265",,"129,019",D,47.97,51.14,.00,.89,48.40,51.60,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Utah,4,0,0,"541,198","337,908","Ford, Gerald R. ",Incumbent,"182,110","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"21,180",,"155,798",R,62.44,33.65,.00,3.91,64.98,35.02,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Vermont,3,0,0,"187,765","102,085","Ford, Gerald R. ",Incumbent,"80,954","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"4,726",,"21,131",R,54.37,43.11,.00,2.52,55.77,44.23,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Virginia,12,0,0,"1,697,094","836,554","Ford, Gerald R. ",Incumbent,"813,896","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"46,644",,"22,658",R,49.29,47.96,.00,2.75,50.69,49.31,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Washington,8,0,1,"1,555,534","777,732","Ford, Gerald R. ",Incumbent,"717,323","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"60,479",,"60,409",R,50.00,46.11,.00,3.89,52.02,47.98,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,West Virginia,0,6,0,"750,964","314,760","Ford, Gerald R. ",Incumbent,"435,914","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,290,,"121,154",D,41.91,58.05,.00,.04,41.93,58.07,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Wisconsin,0,11,0,"2,104,175","1,004,987","Ford, Gerald R. ",Incumbent,"1,040,232","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"58,956",,"35,245",D,47.76,49.44,.00,2.80,49.14,50.86,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
President,19761102,N/A,Wyoming,3,0,0,"156,343","92,717","Ford, Gerald R. ",Incumbent,"62,239","Carter, Jimmy  ",Challenger,N/A,N/A,N/A,N/A,"1,387",,"30,478",R,59.30,39.81,.00,.89,59.83,40.17,,"In Kansas, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" has been included.",
